區域別,月份,選擇,性別,總計,分母,百分比,0至4歲,5至9歲,10至14歲,15至19歲,20至24歲,25至29歲,30至34歲,35至39歲,40至44歲,45至49歲,50至54歲,55至59歲,60至64歲,65至69歲,70至74歲,75至79歲,80至84歲,85至89歲,90至94歲,95至99歲,100歲以上
七股區,1,計,女,10937,22713,48.15%,267,271,550,501,622,660,604,850,799,804,906,867,751,573,423,478,517,309,139,40,6
七股區,1,計,男,11776,22713,51.85%,284,265,565,570,689,751,689,775,835,939,1218,1213,908,647,416,399,321,193,74,20,5
七股區,1,計,計,22713,22713,100.00%,551,536,1115,1071,1311,1411,1293,1625,1634,1743,2124,2080,1659,1220,839,877,838,502,213,60,11
下營區,1,計,女,11559,23876,48.41%,361,365,352,548,669,737,775,830,738,734,912,1003,865,722,474,536,472,331,111,22,2
下營區,1,計,男,12317,23876,51.59%,381,373,453,552,827,771,852,931,877,806,991,1177,995,765,449,445,393,200,75,4,0
下營區,1,計,計,23876,23876,100.00%,742,738,805,1100,1496,1508,1627,1761,1615,1540,1903,2180,1860,1487,923,981,865,531,186,26,2
大內區,1,計,女,4401,9576,45.96%,113,100,125,193,295,217,208,295,290,324,325,332,361,357,244,236,172,133,66,11,4
大內區,1,計,男,5175,9576,54.04%,117,115,144,245,288,282,249,362,393,381,469,512,451,389,212,226,191,109,37,2,1
大內區,1,計,計,9576,9576,100.00%,230,215,269,438,583,499,457,657,683,705,794,844,812,746,456,462,363,242,103,13,5
山上區,1,計,女,3499,7305,47.90%,137,92,74,168,228,263,211,235,246,251,284,271,241,204,154,139,158,90,47,5,1
山上區,1,計,男,3806,7305,52.10%,129,81,89,199,266,250,246,284,261,245,357,375,313,218,134,135,136,66,19,3,0
山上區,1,計,計,7305,7305,100.00%,266,173,163,367,494,513,457,519,507,496,641,646,554,422,288,274,294,156,66,8,1
中西區,1,計,女,40475,78212,51.75%,1357,1645,2129,1717,1958,2243,2442,3230,3587,3253,3009,3054,3016,2558,1566,1491,1152,692,295,73,8
中西區,1,計,男,37737,78212,48.25%,1355,1857,2366,1945,2185,2289,2327,2861,2891,2813,2856,2785,2823,2438,1395,1117,773,468,162,29,2
中西區,1,計,計,78212,78212,100.00%,2712,3502,4495,3662,4143,4532,4769,6091,6478,6066,5865,5839,5839,4996,2961,2608,1925,1160,457,102,10
仁德區,1,計,女,37560,75925,49.47%,1617,1403,1282,1779,2248,2490,2803,3489,3166,2878,2887,3170,2772,2204,1249,900,677,362,149,34,1
仁德區,1,計,男,38365,75925,50.53%,1806,1463,1451,2051,2521,2742,2903,3750,3467,2899,2802,2877,2667,2135,1119,780,511,276,122,21,2
仁德區,1,計,計,75925,75925,100.00%,3423,2866,2733,3830,4769,5232,5706,7239,6633,5777,5689,6047,5439,4339,2368,1680,1188,638,271,55,3
六甲區,1,計,女,10670,22120,48.24%,348,384,400,598,691,724,696,800,712,695,821,873,787,660,416,412,358,212,67,15,1
六甲區,1,計,男,11450,22120,51.76%,346,423,465,596,764,804,770,874,819,779,964,1040,883,681,428,356,282,123,47,4,2
六甲區,1,計,計,22120,22120,100.00%,694,807,865,1194,1455,1528,1466,1674,1531,1474,1785,1913,1670,1341,844,768,640,335,114,19,3
北門區,1,計,女,5470,11038,49.56%,140,134,140,242,262,305,352,458,463,409,460,516,414,370,214,253,219,82,29,8,0
北門區,1,計,男,5568,11038,50.44%,156,142,160,248,262,344,381,437,415,496,621,596,436,342,161,174,118,57,19,3,0
北門區,1,計,計,11038,11038,100.00%,296,276,300,490,524,649,733,895,878,905,1081,1112,850,712,375,427,337,139,48,11,0
北區,1,計,女,67945,132049,51.45%,2720,2848,2706,3304,3804,3969,4614,5897,6035,5598,5251,5311,4802,4067,2425,2019,1405,751,333,78,8
北區,1,計,男,64104,132049,48.55%,2910,2945,2836,3510,3979,4255,4619,5558,5713,5179,4883,4723,4298,3459,1912,1508,870,610,266,65,6
北區,1,計,計,132049,132049,100.00%,5630,5793,5542,6814,7783,8224,9233,11455,11748,10777,10134,10034,9100,7526,4337,3527,2275,1361,599,143,14
左鎮區,1,計,女,2088,4776,43.72%,38,41,57,71,107,103,88,109,111,146,180,197,183,157,108,141,122,92,32,5,0
左鎮區,1,計,男,2688,4776,56.28%,44,51,63,83,115,118,122,170,155,175,290,343,281,222,116,129,119,66,24,2,0
左鎮區,1,計,計,4776,4776,100.00%,82,92,120,154,222,221,210,279,266,321,470,540,464,379,224,270,241,158,56,7,0
永康區,1,計,女,119283,234817,50.80%,5281,5334,4780,6200,7442,8194,9058,11515,10439,9634,9970,9885,8055,5707,3086,2352,1378,668,249,52,4
永康區,1,計,男,115534,234817,49.20%,5880,5812,5229,6710,8379,8552,9244,11312,10335,8734,8758,8414,7166,5035,2339,1565,889,742,374,58,7
永康區,1,計,計,234817,234817,100.00%,11161,11146,10009,12910,15821,16746,18302,22827,20774,18368,18728,18299,15221,10742,5425,3917,2267,1410,623,110,11
玉井區,1,計,女,6762,13971,48.40%,196,169,228,341,392,391,405,469,396,420,540,604,572,430,333,305,288,199,71,12,1
玉井區,1,計,男,7209,13971,51.60%,198,200,235,354,426,456,457,490,441,499,636,746,621,491,290,263,237,123,39,6,1
玉井區,1,計,計,13971,13971,100.00%,394,369,463,695,818,847,862,959,837,919,1176,1350,1193,921,623,568,525,322,110,18,2
白河區,1,計,女,13408,28073,47.76%,362,356,430,657,782,778,757,913,897,798,968,1061,1041,875,695,704,700,427,172,33,2
白河區,1,計,男,14665,28073,52.24%,396,376,456,758,858,855,902,972,949,982,1265,1447,1229,982,599,592,532,344,141,27,3
白河區,1,計,計,28073,28073,100.00%,758,732,886,1415,1640,1633,1659,1885,1846,1780,2233,2508,2270,1857,1294,1296,1232,771,313,60,5
安平區,1,計,女,35010,66721,52.47%,1375,1509,1448,1927,2271,2194,2252,3140,3155,3470,3383,2828,2119,1615,881,684,434,236,79,9,1
安平區,1,計,男,31711,66721,47.53%,1443,1691,1510,2021,2466,2260,2081,2593,2668,2742,2745,2446,1923,1345,708,534,286,165,67,14,3
安平區,1,計,計,66721,66721,100.00%,2818,3200,2958,3948,4737,4454,4333,5733,5823,6212,6128,5274,4042,2960,1589,1218,720,401,146,23,4
安定區,1,計,女,14790,30463,48.55%,593,529,494,815,946,1028,1065,1311,1157,1066,1158,1232,980,768,421,465,392,251,96,21,2
安定區,1,計,男,15673,30463,51.45%,630,542,621,847,1031,1114,1222,1393,1216,1138,1317,1357,1145,822,376,401,294,151,46,9,1
安定區,1,計,計,30463,30463,100.00%,1223,1071,1115,1662,1977,2142,2287,2704,2373,2204,2475,2589,2125,1590,797,866,686,402,142,30,3
安南區,1,計,女,96058,193628,49.61%,4561,4510,4208,4998,6118,6622,7743,9653,8339,6841,7216,7508,6416,4692,2230,1841,1413,795,286,55,13
安南區,1,計,男,97570,193628,50.39%,4887,4832,4468,5578,6528,7249,7991,9889,8900,7045,6920,7246,6276,4643,2114,1543,862,437,142,19,1
安南區,1,計,計,193628,193628,100.00%,9448,9342,8676,10576,12646,13871,15734,19542,17239,13886,14136,14754,12692,9335,4344,3384,2275,1232,428,74,14
西港區,1,計,女,12214,24680,49.49%,439,380,386,589,864,897,879,972,843,855,1027,1021,827,621,404,399,430,243,99,36,3
西港區,1,計,男,12466,24680,50.51%,463,397,405,610,875,970,932,1030,893,827,1100,1139,952,657,388,336,304,148,34,3,3
西港區,1,計,計,24680,24680,100.00%,902,777,791,1199,1739,1867,1811,2002,1736,1682,2127,2160,1779,1278,792,735,734,391,133,39,6
佳里區,1,計,女,29830,59114,50.46%,1038,1127,1142,1487,1749,1959,2180,2636,2446,2093,2285,2419,2245,1686,927,855,776,526,198,54,2
佳里區,1,計,男,29284,59114,49.54%,1141,1195,1267,1606,1937,2104,2285,2507,2359,1934,2163,2318,2171,1719,836,743,542,336,99,20,2
佳里區,1,計,計,59114,59114,100.00%,2179,2322,2409,3093,3686,4063,4465,5143,4805,4027,4448,4737,4416,3405,1763,1598,1318,862,297,74,4
官田區,1,計,女,10453,21299,49.08%,323,317,330,554,657,694,688,786,789,774,851,898,745,673,406,366,303,212,75,10,2
官田區,1,計,男,10846,21299,50.92%,373,314,360,531,756,818,799,825,791,799,960,1045,813,601,315,259,231,176,69,10,1
官田區,1,計,計,21299,21299,100.00%,696,631,690,1085,1413,1512,1487,1611,1580,1573,1811,1943,1558,1274,721,625,534,388,144,20,3
東山區,1,計,女,9741,20746,46.95%,288,234,297,510,589,556,532,671,596,651,710,815,692,671,534,510,449,288,122,25,1
東山區,1,計,男,11005,20746,53.05%,308,245,334,556,622,617,695,743,713,751,1091,1101,936,733,446,487,341,214,61,11,0
東山區,1,計,計,20746,20746,100.00%,596,479,631,1066,1211,1173,1227,1414,1309,1402,1801,1916,1628,1404,980,997,790,502,183,36,1
東區,1,計,女,97136,186362,52.12%,3453,4266,5021,5219,6057,5860,6001,7721,8287,8344,8166,7781,6777,5594,3081,2528,1606,923,366,76,9
東區,1,計,男,89226,186362,47.88%,3516,4658,5463,5751,6426,6078,5848,6907,6813,6743,6918,6582,5883,4827,2593,1867,1193,691,392,65,12
東區,1,計,計,186362,186362,100.00%,6969,8924,10484,10970,12483,11938,11849,14628,15100,15087,15084,14363,12660,10421,5674,4395,2799,1614,758,141,21
南化區,1,計,女,4026,8711,46.22%,162,101,113,160,225,290,239,290,278,230,310,315,346,299,174,169,171,106,42,5,1
南化區,1,計,男,4685,8711,53.78%,138,127,123,211,281,302,276,296,321,333,423,469,387,351,213,165,143,95,27,4,0
南化區,1,計,計,8711,8711,100.00%,300,228,236,371,506,592,515,586,599,563,733,784,733,650,387,334,314,201,69,9,1
南區,1,計,女,63135,124841,50.57%,2210,1965,2026,2872,3571,4230,4712,5347,4838,4516,4955,5483,5228,4236,2458,2074,1370,667,308,61,8
南區,1,計,男,61706,124841,49.43%,2346,2045,2091,3009,3858,4571,4919,5735,5041,4462,4670,4938,4750,3858,1997,1644,963,517,230,57,5
南區,1,計,計,124841,124841,100.00%,4556,4010,4117,5881,7429,8801,9631,11082,9879,8978,9625,10421,9978,8094,4455,3718,2333,1184,538,118,13
後壁區,1,計,女,11213,23305,48.11%,282,260,329,578,667,643,659,730,689,707,841,941,795,730,557,632,567,426,140,30,10
後壁區,1,計,男,12092,23305,51.89%,347,243,362,595,680,732,755,779,794,753,1054,1199,1064,853,578,509,426,281,81,7,0
後壁區,1,計,計,23305,23305,100.00%,629,503,691,1173,1347,1375,1414,1509,1483,1460,1895,2140,1859,1583,1135,1141,993,707,221,37,10
柳營區,1,計,女,10123,21173,47.81%,340,258,250,547,633,745,655,728,659,672,772,806,732,682,458,452,384,239,92,19,0
柳營區,1,計,男,11050,21173,52.19%,337,271,292,539,741,802,796,810,742,726,943,1087,904,733,421,394,294,161,50,6,1
柳營區,1,計,計,21173,21173,100.00%,677,529,542,1086,1374,1547,1451,1538,1401,1398,1715,1893,1636,1415,879,846,678,400,142,25,1
將軍區,1,計,女,9636,19640,49.06%,241,224,206,381,523,564,607,725,778,702,824,838,730,639,354,445,404,285,118,40,8
將軍區,1,計,男,10004,19640,50.94%,305,246,207,453,529,611,595,781,784,774,1010,973,855,647,348,365,283,171,50,14,3
將軍區,1,計,計,19640,19640,100.00%,546,470,413,834,1052,1175,1202,1506,1562,1476,1834,1811,1585,1286,702,810,687,456,168,54,11
麻豆區,1,計,女,21765,44221,49.22%,731,778,873,1128,1229,1355,1437,1692,1664,1385,1644,1800,1616,1337,750,817,769,495,211,42,12
麻豆區,1,計,男,22456,44221,50.78%,802,872,904,1240,1429,1481,1576,1813,1649,1465,1635,2022,1754,1371,738,664,583,339,92,22,5
麻豆區,1,計,計,44221,44221,100.00%,1533,1650,1777,2368,2658,2836,3013,3505,3313,2850,3279,3822,3370,2708,1488,1481,1352,834,303,64,17
善化區,1,計,女,24399,49040,49.75%,1274,1256,1131,1241,1348,1547,1845,2352,2051,1700,1665,1653,1448,1247,729,701,612,409,153,32,5
善化區,1,計,男,24641,49040,50.25%,1358,1336,1162,1260,1468,1553,1940,2331,2148,1654,1714,1813,1555,1220,684,595,474,271,91,13,1
善化區,1,計,計,49040,49040,100.00%,2632,2592,2293,2501,2816,3100,3785,4683,4199,3354,3379,3466,3003,2467,1413,1296,1086,680,244,45,6
新化區,1,計,女,21327,43439,49.10%,750,762,768,1096,1429,1396,1451,1730,1583,1544,1735,1779,1582,1270,781,684,509,333,122,18,5
新化區,1,計,男,22112,43439,50.90%,832,871,860,1273,1516,1564,1609,1806,1674,1563,1659,1873,1624,1314,680,598,437,240,104,14,1
新化區,1,計,計,43439,43439,100.00%,1582,1633,1628,2369,2945,2960,3060,3536,3257,3107,3394,3652,3206,2584,1461,1282,946,573,226,32,6
新市區,1,計,女,18492,37007,49.97%,930,890,813,975,1174,1307,1399,1787,1521,1279,1386,1393,1216,888,477,420,340,200,78,17,2
新市區,1,計,男,18515,37007,50.03%,919,930,864,1001,1242,1359,1487,1788,1585,1210,1354,1341,1206,923,489,356,272,135,48,6,0
新市區,1,計,計,37007,37007,100.00%,1849,1820,1677,1976,2416,2666,2886,3575,3106,2489,2740,2734,2422,1811,966,776,612,335,126,23,2
新營區,1,計,女,39206,77622,50.51%,1279,1597,1891,2210,2477,2578,2614,3046,2871,2762,3085,3114,2908,2302,1342,1263,956,623,242,43,3
新營區,1,計,男,38416,77622,49.49%,1559,1729,1986,2394,2700,2759,2802,2998,2677,2535,2847,3004,2689,2207,1233,1046,695,397,130,24,5
新營區,1,計,計,77622,77622,100.00%,2838,3326,3877,4604,5177,5337,5416,6044,5548,5297,5932,6118,5597,4509,2575,2309,1651,1020,372,67,8
楠西區,1,計,女,4482,9519,47.08%,112,103,130,210,270,241,280,295,290,291,356,386,359,318,224,246,219,107,36,8,1
楠西區,1,計,男,5037,9519,52.92%,129,143,143,244,262,280,337,323,308,389,469,540,463,334,221,181,153,80,34,4,0
楠西區,1,計,計,9519,9519,100.00%,241,246,273,454,532,521,617,618,598,680,825,926,822,652,445,427,372,187,70,12,1
臺南市,1,計,女,943938,1883723,50.11%,36168,36842,37885,47637,57090,60992,65710,81175,76362,71217,74917,76617,67436,53607,31157,27982,21803,13008,5095,1102,136
臺南市,1,計,男,939785,1883723,49.89%,38843,39740,41007,51877,62183,65449,68631,81111,75966,68460,73342,75901,66668,51626,27417,22447,15691,9214,3536,598,78
臺南市,1,計,計,1883723,1883723,100.00%,75011,76582,78892,99514,119273,126441,134341,162286,152328,139677,148259,152518,134104,105233,58574,50429,37494,22222,8631,1700,214
學甲區,1,計,女,12520,25658,48.80%,395,381,379,583,717,808,893,1079,865,876,956,1091,990,756,479,512,425,245,69,19,2
學甲區,1,計,男,13138,25658,51.20%,395,414,427,617,828,913,991,1093,932,965,1115,1320,1095,813,402,392,256,121,41,8,0
學甲區,1,計,計,25658,25658,100.00%,790,795,806,1200,1545,1721,1884,2172,1797,1841,2071,2411,2085,1569,881,904,681,366,110,27,2
龍崎區,1,計,女,1851,3989,46.40%,45,33,30,60,85,94,96,141,102,126,174,164,159,127,91,101,107,78,32,5,1
龍崎區,1,計,男,2138,3989,53.60%,29,44,30,76,83,109,124,139,118,142,235,279,234,175,86,72,101,40,19,3,0
龍崎區,1,計,計,3989,3989,100.00%,74,77,60,136,168,203,220,280,220,268,409,443,393,302,177,173,208,118,51,8,1
歸仁區,1,計,女,33701,68396,49.27%,1469,1338,1396,1709,2204,2364,2565,3054,2668,2422,2726,2811,2443,1787,901,744,571,347,146,34,2
歸仁區,1,計,男,34695,68396,50.73%,1558,1498,1604,2020,2437,2636,2672,3191,2882,2380,2488,2761,2428,1797,912,621,437,267,90,12,4
歸仁區,1,計,計,68396,68396,100.00%,3027,2836,3000,3729,4641,5000,5237,6245,5550,4802,5214,5572,4871,3584,1813,1365,1008,614,236,46,6
關廟區,1,計,女,16634,34321,48.47%,577,491,543,853,1036,1117,1139,1308,1201,1170,1233,1419,1340,1072,606,589,495,306,112,26,1
關廟區,1,計,男,17687,34321,51.53%,607,582,551,942,1085,1199,1254,1522,1412,1313,1325,1540,1427,1060,614,560,409,203,78,4,0
關廟區,1,計,計,34321,34321,100.00%,1184,1073,1094,1795,2121,2316,2393,2830,2613,2483,2558,2959,2767,2132,1220,1149,904,509,190,30,1
鹽水區,1,計,女,12139,25377,47.83%,364,391,428,616,751,829,766,891,813,797,946,978,883,713,505,519,483,320,113,29,4
鹽水區,1,計,男,13238,25377,52.17%,419,412,461,682,844,899,884,1043,995,890,1077,1260,1063,819,455,426,340,201,62,5,1
鹽水區,1,計,計,25377,25377,100.00%,783,803,889,1298,1595,1728,1650,1934,1808,1687,2023,2238,1946,1532,960,945,823,521,175,34,5
七股區,2,計,女,10934,22717,48.13%,268,265,564,497,617,659,600,848,809,795,901,872,757,572,425,478,515,302,143,42,5
七股區,2,計,男,11783,22717,51.87%,282,268,582,569,690,752,681,775,832,940,1212,1207,913,646,425,396,322,191,74,21,5
七股區,2,計,計,22717,22717,100.00%,550,533,1146,1066,1307,1411,1281,1623,1641,1735,2113,2079,1670,1218,850,874,837,493,217,63,10
下營區,2,計,女,11533,23838,48.38%,362,364,350,552,663,736,770,826,741,727,912,996,867,729,475,530,470,328,110,23,2
下營區,2,計,男,12305,23838,51.62%,385,371,451,555,823,764,842,936,877,809,984,1178,989,770,455,439,397,198,77,5,0
下營區,2,計,計,23838,23838,100.00%,747,735,801,1107,1486,1500,1612,1762,1618,1536,1896,2174,1856,1499,930,969,867,526,187,28,2
大內區,2,計,女,4391,9558,45.94%,110,96,124,193,289,221,204,299,292,323,321,332,362,361,242,235,174,133,66,10,4
大內區,2,計,男,5167,9558,54.06%,116,117,140,245,289,282,248,360,394,378,466,520,444,394,213,222,191,109,36,2,1
大內區,2,計,計,9558,9558,100.00%,226,213,264,438,578,503,452,659,686,701,787,852,806,755,455,457,365,242,102,12,5
山上區,2,計,女,3491,7300,47.82%,134,93,75,168,221,264,205,237,247,250,281,272,245,205,152,141,157,91,47,5,1
山上區,2,計,男,3809,7300,52.18%,128,84,87,200,264,253,242,287,258,245,360,369,314,222,136,135,137,66,19,3,0
山上區,2,計,計,7300,7300,100.00%,262,177,162,368,485,517,447,524,505,495,641,641,559,427,288,276,294,157,66,8,1
中西區,2,計,女,40443,78152,51.75%,1352,1651,2128,1707,1943,2241,2427,3220,3598,3240,3008,3052,3002,2582,1565,1504,1154,686,303,72,8
中西區,2,計,男,37709,78152,48.25%,1360,1867,2362,1927,2177,2278,2334,2852,2891,2800,2847,2783,2834,2438,1405,1109,780,472,163,28,2
中西區,2,計,計,78152,78152,100.00%,2712,3518,4490,3634,4120,4519,4761,6072,6489,6040,5855,5835,5836,5020,2970,2613,1934,1158,466,100,10
仁德區,2,計,女,37553,75911,49.47%,1608,1403,1286,1770,2249,2487,2788,3481,3172,2877,2884,3154,2785,2225,1259,904,673,368,148,31,1
仁德區,2,計,男,38358,75911,50.53%,1794,1468,1456,2047,2516,2735,2888,3738,3487,2898,2798,2862,2667,2155,1128,788,514,272,123,22,2
仁德區,2,計,計,75911,75911,100.00%,3402,2871,2742,3817,4765,5222,5676,7219,6659,5775,5682,6016,5452,4380,2387,1692,1187,640,271,53,3
六甲區,2,計,女,10667,22115,48.23%,350,382,405,598,687,721,697,796,711,703,811,871,790,668,419,411,355,208,68,15,1
六甲區,2,計,男,11448,22115,51.77%,342,428,467,592,763,802,767,862,829,778,960,1042,885,691,421,364,270,129,49,5,2
六甲區,2,計,計,22115,22115,100.00%,692,810,872,1190,1450,1523,1464,1658,1540,1481,1771,1913,1675,1359,840,775,625,337,117,20,3
北門區,2,計,女,5461,11013,49.59%,138,135,133,238,267,303,350,457,467,403,465,512,415,368,219,256,215,82,30,8,0
北門區,2,計,男,5552,11013,50.41%,151,140,159,246,263,343,375,432,417,498,616,597,436,337,169,172,120,59,19,3,0
北門區,2,計,計,11013,11013,100.00%,289,275,292,484,530,646,725,889,884,901,1081,1109,851,705,388,428,335,141,49,11,0
北區,2,計,女,67920,131980,51.46%,2706,2844,2730,3283,3804,3948,4585,5902,6046,5593,5241,5304,4793,4097,2445,2012,1413,756,332,79,7
北區,2,計,男,64060,131980,48.54%,2897,2953,2819,3500,3978,4259,4601,5528,5728,5163,4882,4728,4298,3469,1927,1503,882,605,265,69,6
北區,2,計,計,131980,131980,100.00%,5603,5797,5549,6783,7782,8207,9186,11430,11774,10756,10123,10032,9091,7566,4372,3515,2295,1361,597,148,13
左鎮區,2,計,女,2083,4767,43.70%,37,40,55,71,106,103,87,111,109,144,183,198,181,161,104,144,118,96,30,5,0
左鎮區,2,計,男,2684,4767,56.30%,43,50,64,82,115,118,124,167,155,174,287,346,280,225,114,129,116,67,26,2,0
左鎮區,2,計,計,4767,4767,100.00%,80,90,119,153,221,221,211,278,264,318,470,544,461,386,218,273,234,163,56,7,0
永康區,2,計,女,119267,234814,50.79%,5281,5298,4770,6173,7425,8191,9007,11535,10449,9647,9936,9888,8085,5738,3117,2352,1400,664,255,52,4
永康區,2,計,男,115547,234814,49.21%,5880,5818,5247,6669,8346,8608,9192,11309,10356,8718,8752,8394,7190,5086,2353,1573,886,729,374,58,9
永康區,2,計,計,234814,234814,100.00%,11161,11116,10017,12842,15771,16799,18199,22844,20805,18365,18688,18282,15275,10824,5470,3925,2286,1393,629,110,13
玉井區,2,計,女,6753,13959,48.38%,190,172,228,342,387,390,399,464,405,409,544,601,574,433,336,307,287,198,73,12,2
玉井區,2,計,男,7206,13959,51.62%,195,199,240,355,423,454,457,482,444,498,632,744,623,499,289,265,237,125,39,5,1
玉井區,2,計,計,13959,13959,100.00%,385,371,468,697,810,844,856,946,849,907,1176,1345,1197,932,625,572,524,323,112,17,3
白河區,2,計,女,13385,28033,47.75%,361,357,421,663,773,779,756,902,902,799,956,1058,1050,872,693,710,691,428,179,33,2
白河區,2,計,男,14648,28033,52.25%,400,369,465,753,855,853,897,976,950,979,1240,1452,1227,986,607,586,533,350,140,27,3
白河區,2,計,計,28033,28033,100.00%,761,726,886,1416,1628,1632,1653,1878,1852,1778,2196,2510,2277,1858,1300,1296,1224,778,319,60,5
安平區,2,計,女,35075,66835,52.48%,1376,1518,1440,1918,2270,2203,2256,3143,3160,3460,3388,2841,2127,1628,889,691,440,237,79,10,1
安平區,2,計,男,31760,66835,47.52%,1449,1696,1512,2020,2462,2268,2075,2596,2675,2740,2750,2449,1934,1350,719,529,288,163,68,14,3
安平區,2,計,計,66835,66835,100.00%,2825,3214,2952,3938,4732,4471,4331,5739,5835,6200,6138,5290,4061,2978,1608,1220,728,400,147,24,4
安定區,2,計,女,14781,30447,48.55%,582,535,495,815,943,1024,1055,1321,1150,1064,1151,1234,986,779,420,459,398,251,97,20,2
安定區,2,計,男,15666,30447,51.45%,630,542,623,838,1030,1116,1223,1388,1215,1139,1309,1352,1144,841,372,402,295,146,51,9,1
安定區,2,計,計,30447,30447,100.00%,1212,1077,1118,1653,1973,2140,2278,2709,2365,2203,2460,2586,2130,1620,792,861,693,397,148,29,3
安南區,2,計,女,96099,193704,49.61%,4550,4515,4212,4981,6128,6626,7691,9648,8390,6832,7181,7531,6417,4750,2225,1849,1409,801,295,55,13
安南區,2,計,男,97605,193704,50.39%,4868,4844,4469,5554,6516,7241,7974,9883,8929,7059,6913,7208,6301,4701,2121,1558,858,444,141,22,1
安南區,2,計,計,193704,193704,100.00%,9418,9359,8681,10535,12644,13867,15665,19531,17319,13891,14094,14739,12718,9451,4346,3407,2267,1245,436,77,14
西港區,2,計,女,12199,24657,49.47%,435,374,383,587,856,896,878,962,850,860,1018,1018,837,627,407,394,436,242,101,34,4
